ip,prefix24,oblast,power_availability,normal_availability,itdk_202408_T,own_traceroute_intermediate,first_seen,last_seen,intermediate_observation_n,terminal_non_target_observation_n,target_address_observation_n,hop_position_min,hop_position_max,frozen_own_traceroute_intermediate,rebuilt_own_traceroute_intermediate,caida_itdk_202408_transit
94.131.219.1,94.131.219.0,Kyiv Oblast,0.8181818181818182,0.9242424242424242,0,1,2024-06-22 13:47:05.000000,2024-06-30 19:38:59.000000,34,4,1,13.0,32.0,1,1,0
94.131.219.15,94.131.219.0,Kyiv Oblast,0.9090909090909091,0.9545454545454546,0,1,2024-06-22 09:47:10.000000,2024-12-21 03:39:35.000000,38,97,68,7.0,31.0,1,1,0
94.131.248.137,94.131.248.0,Lviv Oblast,0.16666666666666666,0.2916666666666667,0,1,2024-11-03 21:39:02.000000,2025-01-07 22:39:45.000000,13,0,15,11.0,19.0,1,1,0
94.131.248.185,94.131.248.0,Lviv Oblast,0.16666666666666666,0.7083333333333334,0,1,2024-12-02 20:39:39.000000,2025-01-06 20:39:37.000000,2,1,13,13.0,21.0,1,1,0
94.131.248.189,94.131.248.0,Lviv Oblast,0.16666666666666666,0.375,0,1,2024-11-01 01:39:01.000000,2025-01-09 14:35:53.000000,29677,473,20,10.0,21.0,1,1,0
94.131.248.190,94.131.248.0,Lviv Oblast,0.8333333333333334,0.7916666666666666,1,1,2024-06-22 08:41:29.000000,2025-01-09 14:35:53.000000,97531,24447,67,10.0,30.0,1,1,1
94.131.248.229,94.131.248.0,Lviv Oblast,0.0,0.6666666666666666,0,1,2024-11-02 08:39:02.000000,2025-01-07 16:39:40.000000,17,0,35,13.0,22.0,1,1,0
94.131.248.236,94.131.248.0,Lviv Oblast,0.0,0.0,0,1,2024-12-05 01:39:37.000000,2025-01-09 14:52:11.000000,6900,2491,7,10.0,14.0,1,1,0
94.131.248.237,94.131.248.0,Lviv Oblast,0.0,0.625,0,1,2024-12-03 04:36:32.000000,2025-01-09 14:52:11.000000,4704,3378,12,11.0,16.0,1,1,0
94.131.248.240,94.131.248.0,Lviv Oblast,0.0,0.25,0,1,2024-11-10 11:39:02.000000,2025-01-09 14:36:14.000000,4040,74,22,11.0,25.0,1,1,0
94.131.248.241,94.131.248.0,Lviv Oblast,0.3333333333333333,0.3333333333333333,0,1,2024-06-22 08:42:16.000000,2025-01-09 14:36:14.000000,310,16447,87,10.0,30.0,1,1,0
94.131.248.245,94.131.248.0,Lviv Oblast,0.3333333333333333,0.3333333333333333,1,1,2024-06-22 08:42:59.000000,2024-12-31 22:39:40.000000,20980,17932,72,10.0,30.0,1,1,1
94.131.248.246,94.131.248.0,Lviv Oblast,0.0,0.6666666666666666,0,1,2024-12-01 11:39:33.000000,2025-01-06 07:39:38.000000,18,0,12,12.0,21.0,1,1,0
94.131.248.57,94.131.248.0,Lviv Oblast,1.0,0.5416666666666666,0,1,2024-11-02 02:39:03.000000,2025-01-09 14:34:02.000000,4139,48,26,11.0,19.0,1,1,0
94.131.248.58,94.131.248.0,Lviv Oblast,0.0,0.5416666666666666,1,1,2024-06-22 08:38:25.000000,2025-01-09 14:34:02.000000,137,12862,50,10.0,19.0,1,1,1
94.131.248.93,94.131.248.0,Lviv Oblast,0.8333333333333334,0.375,0,1,2024-12-01 15:39:33.000000,2024-12-31 08:39:37.000000,8,0,13,13.0,29.0,1,1,0
94.131.253.121,94.131.253.0,Lviv Oblast,0.8333333333333334,0.7916666666666666,0,1,2024-12-04 09:39:41.000000,2025-01-07 04:39:57.000000,8,1,12,14.0,22.0,1,1,0
94.131.253.137,94.131.253.0,Lviv Oblast,0.6666666666666666,0.7916666666666666,0,1,2024-11-03 02:39:05.000000,2025-01-08 15:39:37.000000,8,0,30,13.0,25.0,1,1,0
94.131.253.17,94.131.253.0,Lviv Oblast,0.0,0.16666666666666666,0,1,2024-08-17 13:38:58.000000,2025-01-09 12:39:41.000000,53,0,53,12.0,19.0,1,1,0
94.131.253.181,94.131.253.0,Lviv Oblast,0.8333333333333334,0.9166666666666666,0,1,2024-12-03 21:39:37.000000,2025-01-08 20:39:38.000000,2,0,19,10.0,18.0,1,1,0
94.131.253.253,94.131.253.0,Lviv Oblast,0.6666666666666666,0.625,0,1,2024-12-03 12:39:43.000000,2024-12-30 18:39:36.000000,13,0,17,13.0,27.0,1,1,0
94.131.253.37,94.131.253.0,Lviv Oblast,0.5,0.4583333333333333,0,1,2024-06-22 09:00:26.000000,2024-09-17 21:49:52.000000,99,627,27,10.0,16.0,1,1,0
94.131.253.9,94.131.253.0,Lviv Oblast,0.0,0.0,0,1,2024-12-18 02:39:44.000000,2025-01-07 22:39:45.000000,7,0,5,12.0,12.0,1,1,0
94.131.254.1,94.131.254.0,Lviv Oblast,1.0,0.9583333333333334,0,1,2024-11-07 07:38:59.000000,2025-01-08 17:39:46.000000,24,0,31,12.0,14.0,1,1,0
94.131.254.121,94.131.254.0,Lviv Oblast,0.6666666666666666,0.8333333333333334,0,1,2024-11-03 11:39:02.000000,2025-01-08 22:39:40.000000,19,50,27,12.0,23.0,1,1,0
94.131.254.141,94.131.254.0,Lviv Oblast,0.5,0.25,0,1,2024-11-02 02:39:04.000000,2025-01-09 06:39:44.000000,12,0,31,12.0,22.0,1,1,0
94.131.254.177,94.131.254.0,Lviv Oblast,0.5,0.625,0,1,2024-12-02 08:39:37.000000,2025-01-07 21:39:38.000000,12,0,16,10.0,25.0,1,1,0
94.131.254.182,94.131.254.0,Lviv Oblast,0.6666666666666666,0.7083333333333334,0,1,2024-06-22 10:47:05.000000,2025-01-09 04:39:53.000000,111,610,108,10.0,31.0,1,1,0
94.131.254.21,94.131.254.0,Lviv Oblast,0.8333333333333334,0.7916666666666666,0,1,2024-12-01 01:39:33.000000,2025-01-08 18:39:38.000000,15,0,23,12.0,26.0,1,1,0
94.131.254.25,94.131.254.0,Lviv Oblast,1.0,0.6666666666666666,0,1,2024-11-02 02:39:04.000000,2025-01-04 16:39:35.000000,10,0,21,12.0,22.0,1,1,0
94.131.254.29,94.131.254.0,Lviv Oblast,1.0,0.7083333333333334,0,1,2024-11-12 15:39:03.000000,2025-01-09 13:39:46.000000,14,1,14,12.0,21.0,1,1,0
94.131.254.45,94.131.254.0,Lviv Oblast,0.8333333333333334,0.9166666666666666,0,1,2024-12-03 20:39:36.000000,2025-01-09 00:40:27.000000,10,0,14,12.0,25.0,1,1,0
94.131.254.77,94.131.254.0,Lviv Oblast,0.8333333333333334,0.5416666666666666,0,1,2024-12-05 10:39:37.000000,2025-01-08 09:39:45.000000,9,0,15,11.0,20.0,1,1,0
94.131.254.81,94.131.254.0,Lviv Oblast,0.8333333333333334,0.875,0,1,2024-12-01 06:39:30.000000,2025-01-06 19:39:38.000000,10,0,9,12.0,20.0,1,1,0
94.131.254.89,94.131.254.0,Lviv Oblast,0.8333333333333334,0.5416666666666666,0,1,2024-12-07 00:39:37.000000,2025-01-05 04:39:36.000000,6,0,15,14.0,21.0,1,1,0
94.131.254.93,94.131.254.0,Lviv Oblast,0.8333333333333334,0.5833333333333334,0,1,2024-12-08 06:39:35.000000,2025-01-09 12:39:41.000000,13,0,14,13.0,15.0,1,1,0
94.131.4.17,94.131.4.0,Rivne Oblast,0.25,0.9375,1,1,2024-06-22 08:46:24.000000,2025-01-09 14:41:28.000000,12538,3869,63,6.0,32.0,1,1,1
94.131.4.21,94.131.4.0,Lviv Oblast,0.0,0.4166666666666667,0,1,2024-09-01 01:38:57.000000,2024-12-30 17:39:39.000000,43543,32701,34,6.0,14.0,1,1,0
94.153.135.225,94.153.135.0,Cherkasy Oblast,0.0,0.035046728971962614,0,1,2024-08-31 20:39:07.000000,2025-01-08 10:39:57.000000,26,1,49,5.0,27.0,1,1,0
94.153.137.177,94.153.137.0,Zaporizhzhia Oblast,1.0,0.65625,0,1,2024-07-02 07:39:07.000000,2025-01-04 14:39:42.000000,35,5,58,5.0,20.0,1,1,0
94.153.137.69,94.153.137.0,Dnipropetrovsk Oblast,0.8076923076923077,0.75,1,1,2024-06-23 01:39:05.000000,2025-01-09 14:36:13.000000,8708,175,54,5.0,28.0,1,1,1
94.153.137.70,94.153.137.0,Dnipropetrovsk Oblast,0.8461538461538461,0.7211538461538461,1,1,2024-06-23 01:39:05.000000,2025-01-09 14:36:13.000000,346,8435,46,6.0,23.0,1,1,1
94.153.138.101,94.153.138.0,Dnipropetrovsk Oblast,0.9230769230769231,0.9038461538461539,0,1,2024-06-23 04:39:06.000000,2025-01-08 01:40:01.000000,18,24,67,5.0,24.0,1,1,0
94.153.138.113,94.153.138.0,Dnipropetrovsk Oblast,0.8846153846153846,0.9615384615384616,0,1,2024-06-24 02:39:09.000000,2025-01-08 12:39:46.000000,32,0,65,5.0,26.0,1,1,0
94.153.138.117,94.153.138.0,Dnipropetrovsk Oblast,0.8846153846153846,0.8365384615384616,0,1,2024-07-02 18:39:07.000000,2025-01-06 07:39:45.000000,27,0,61,5.0,21.0,1,1,0
94.153.138.129,94.153.138.0,Dnipropetrovsk Oblast,0.7307692307692307,0.5865384615384616,0,1,2024-06-25 04:39:07.000000,2025-01-06 07:39:45.000000,50,0,79,5.0,26.0,1,1,0
94.153.138.13,94.153.138.0,Dnipropetrovsk Oblast,0.8461538461538461,0.875,1,1,2024-06-23 14:39:05.000000,2025-01-09 06:39:51.000000,40,5,65,5.0,19.0,1,1,1
94.153.138.133,94.153.138.0,Dnipropetrovsk Oblast,0.5384615384615384,0.5288461538461539,0,1,2024-06-24 09:39:08.000000,2024-12-31 06:39:43.000000,47,0,90,5.0,23.0,1,1,0
94.153.138.137,94.153.138.0,Dnipropetrovsk Oblast,0.6923076923076923,0.6730769230769231,0,1,2024-06-27 06:39:06.000000,2025-01-09 07:41:07.000000,33,23,59,5.0,27.0,1,1,0
94.153.138.145,94.153.138.0,Dnipropetrovsk Oblast,0.8846153846153846,0.9134615384615384,0,1,2024-06-23 01:39:05.000000,2025-01-05 14:39:45.000000,34,2,55,5.0,12.0,1,1,0
94.153.138.149,94.153.138.0,Dnipropetrovsk Oblast,0.9230769230769231,0.8461538461538461,0,1,2024-06-22 15:47:02.000000,2024-12-29 01:39:42.000000,49,0,66,5.0,32.0,1,1,0
94.153.138.153,94.153.138.0,Dnipropetrovsk Oblast,0.6923076923076923,0.5096153846153846,0,1,2024-07-06 00:39:06.000000,2025-01-09 13:39:53.000000,26,4,69,5.0,26.0,1,1,0
94.153.138.17,94.153.138.0,Dnipropetrovsk Oblast,0.9230769230769231,0.9519230769230769,0,1,2024-06-22 17:48:01.000000,2025-01-09 14:39:47.000000,46,0,77,5.0,30.0,1,1,0
94.153.138.173,94.153.138.0,Dnipropetrovsk Oblast,0.8846153846153846,0.875,0,1,2024-07-01 16:39:05.000000,2025-01-08 20:39:44.000000,50,7,69,5.0,22.0,1,1,0
94.153.138.185,94.153.138.0,Dnipropetrovsk Oblast,0.7307692307692307,0.6826923076923077,0,1,2024-06-23 16:39:05.000000,2025-01-08 15:39:43.000000,51,1,82,5.0,32.0,1,1,0
94.153.138.193,94.153.138.0,Dnipropetrovsk Oblast,0.6538461538461539,0.5192307692307693,0,1,2024-06-22 16:47:36.000000,2024-12-27 04:39:42.000000,44,3,73,4.0,18.0,1,1,0
94.153.138.201,94.153.138.0,Dnipropetrovsk Oblast,0.6923076923076923,0.7211538461538461,1,1,2024-06-22 22:39:06.000000,2025-01-09 13:39:53.000000,53,4,85,5.0,23.0,1,1,1
94.153.138.205,94.153.138.0,Dnipropetrovsk Oblast,0.0,0.3557692307692308,1,1,2024-08-09 05:39:05.000000,2025-01-09 01:40:07.000000,32,2,48,5.0,20.0,1,1,1
94.153.138.21,94.153.138.0,Dnipropetrovsk Oblast,0.9615384615384616,0.9519230769230769,0,1,2024-07-01 14:39:07.000000,2025-01-07 16:39:47.000000,28,3,51,5.0,26.0,1,1,0
94.153.138.217,94.153.138.0,Dnipropetrovsk Oblast,0.6923076923076923,0.6730769230769231,0,1,2024-06-22 20:47:24.000000,2025-01-09 12:39:48.000000,39,2,68,5.0,28.0,1,1,0
94.153.138.25,94.153.138.0,Dnipropetrovsk Oblast,0.9230769230769231,0.8653846153846154,0,1,2024-06-22 14:47:29.000000,2025-01-09 08:40:20.000000,44,5,85,5.0,28.0,1,1,0
94.153.138.29,94.153.138.0,Dnipropetrovsk Oblast,0.5769230769230769,0.7788461538461539,0,1,2024-06-23 22:39:05.000000,2025-01-06 08:39:47.000000,44,0,66,5.0,25.0,1,1,0
94.153.138.33,94.153.138.0,Dnipropetrovsk Oblast,0.8846153846153846,0.875,0,1,2024-07-01 00:39:09.000000,2024-12-30 18:39:42.000000,33,2,84,5.0,20.0,1,1,0
94.153.138.37,94.153.138.0,Dnipropetrovsk Oblast,0.9230769230769231,0.9423076923076923,0,1,2024-07-01 20:39:08.000000,2025-01-08 15:39:43.000000,34,3,56,5.0,25.0,1,1,0
94.153.138.5,94.153.138.0,Dnipropetrovsk Oblast,0.2692307692307692,0.4807692307692308,0,1,2024-07-22 01:39:03.000000,2025-01-09 02:40:00.000000,36,2,58,5.0,21.0,1,1,0
94.153.138.73,94.153.138.0,Dnipropetrovsk Oblast,0.8076923076923077,0.875,0,1,2024-06-22 08:46:36.000000,2024-12-31 17:39:46.000000,46,0,76,5.0,30.0,1,1,0
94.153.138.77,94.153.138.0,Dnipropetrovsk Oblast,0.8846153846153846,0.9326923076923077,0,1,2024-06-23 03:39:04.000000,2024-10-31 01:39:07.000000,9,25,51,5.0,25.0,1,1,0
94.153.138.81,94.153.138.0,Dnipropetrovsk Oblast,0.9230769230769231,0.9326923076923077,0,1,2024-06-22 20:47:24.000000,2025-01-09 05:39:52.000000,38,3,69,5.0,25.0,1,1,0
94.153.138.85,94.153.138.0,Dnipropetrovsk Oblast,0.0,0.0,0,1,2024-12-12 00:40:09.000000,2025-01-09 11:39:49.000000,1,9,16,5.0,21.0,1,1,0
94.153.138.89,94.153.138.0,Dnipropetrovsk Oblast,0.6538461538461539,0.5576923076923077,0,1,2024-06-23 00:39:05.000000,2024-12-31 00:39:42.000000,51,0,68,5.0,27.0,1,1,0
94.153.138.9,94.153.138.0,Dnipropetrovsk Oblast,0.8076923076923077,0.7788461538461539,0,1,2024-06-24 00:39:04.000000,2025-01-08 23:39:53.000000,29,7,75,5.0,25.0,1,1,0
94.153.138.97,94.153.138.0,Dnipropetrovsk Oblast,0.8846153846153846,0.7884615384615384,0,1,2024-06-24 05:39:09.000000,2025-01-09 14:39:47.000000,36,0,65,5.0,24.0,1,1,0
94.153.139.1,94.153.139.0,Dnipropetrovsk Oblast,0.7692307692307693,0.8653846153846154,0,1,2024-06-26 03:39:06.000000,2024-12-30 07:39:42.000000,11,28,81,5.0,28.0,1,1,0
94.153.139.113,94.153.139.0,Dnipropetrovsk Oblast,0.6923076923076923,0.19230769230769232,0,1,2024-06-22 14:47:29.000000,2025-01-08 09:39:51.000000,4,43,89,5.0,26.0,1,1,0
94.153.139.117,94.153.139.0,Dnipropetrovsk Oblast,0.5,0.9326923076923077,0,1,2024-07-07 22:39:08.000000,2025-01-09 11:39:49.000000,38,6,56,5.0,23.0,1,1,0
94.153.139.121,94.153.139.0,Dnipropetrovsk Oblast,0.8076923076923077,0.8942307692307693,0,1,2024-06-24 00:39:04.000000,2025-01-06 18:39:43.000000,42,0,105,5.0,29.0,1,1,0
94.153.139.13,94.153.139.0,Dnipropetrovsk Oblast,0.0,0.0,0,1,2024-12-07 07:39:45.000000,2025-01-08 20:39:44.000000,7,2,15,5.0,15.0,1,1,0
94.153.139.153,94.153.139.0,Dnipropetrovsk Oblast,0.6923076923076923,0.8269230769230769,0,1,2024-06-22 11:47:30.000000,2025-01-08 16:39:44.000000,53,2,69,5.0,23.0,1,1,0
94.153.139.161,94.153.139.0,Dnipropetrovsk Oblast,0.7307692307692307,0.8942307692307693,0,1,2024-06-23 08:39:06.000000,2025-01-08 18:39:44.000000,37,1,76,5.0,29.0,1,1,0
94.153.139.213,94.153.139.0,Dnipropetrovsk Oblast,0.6538461538461539,0.7884615384615384,0,1,2024-06-22 08:46:36.000000,2025-01-08 11:39:59.000000,31,4,100,5.0,24.0,1,1,0
94.153.139.233,94.153.139.0,Dnipropetrovsk Oblast,0.7692307692307693,0.8365384615384616,0,1,2024-07-03 09:39:04.000000,2025-01-08 12:39:46.000000,41,1,69,5.0,25.0,1,1,0
94.153.139.253,94.153.139.0,Dnipropetrovsk Oblast,0.8076923076923077,0.9615384615384616,0,1,2024-06-22 22:39:06.000000,2025-01-08 09:39:51.000000,48,0,70,5.0,18.0,1,1,0
94.153.139.5,94.153.139.0,Dnipropetrovsk Oblast,0.8076923076923077,0.9326923076923077,0,1,2024-06-22 23:39:06.000000,2025-01-08 08:40:13.000000,46,3,95,5.0,24.0,1,1,0
94.153.139.53,94.153.139.0,Dnipropetrovsk Oblast,0.7692307692307693,0.9519230769230769,1,1,2024-06-23 01:39:05.000000,2025-01-08 06:40:15.000000,38,6,70,5.0,27.0,1,1,1
94.153.139.57,94.153.139.0,Dnipropetrovsk Oblast,0.8076923076923077,0.9519230769230769,0,1,2024-06-22 12:47:31.000000,2025-01-08 04:40:15.000000,37,0,91,5.0,28.0,1,1,0
94.153.139.73,94.153.139.0,Dnipropetrovsk Oblast,0.0,0.0,0,1,2024-10-03 16:39:04.000000,2024-12-31 00:39:42.000000,17,0,39,5.0,24.0,1,1,0
94.153.139.81,94.153.139.0,Dnipropetrovsk Oblast,0.8461538461538461,0.9519230769230769,0,1,2024-06-22 09:47:20.000000,2025-01-09 14:39:47.000000,48,0,91,5.0,25.0,1,1,0
94.153.139.89,94.153.139.0,Dnipropetrovsk Oblast,0.7692307692307693,0.9519230769230769,1,1,2024-06-22 17:48:01.000000,2025-01-09 09:39:50.000000,35,207,93,5.0,29.0,1,1,1
94.153.139.97,94.153.139.0,Dnipropetrovsk Oblast,0.6538461538461539,0.7980769230769231,0,1,2024-06-22 15:47:02.000000,2025-01-09 06:39:51.000000,55,216,63,5.0,27.0,1,1,0
94.153.140.101,94.153.140.0,Mykolaiv Oblast,1.0,0.9736842105263158,0,1,2024-06-22 12:47:31.000000,2025-01-09 07:41:07.000000,22,5,74,5.0,25.0,1,1,0
94.153.140.105,94.153.140.0,Mykolaiv Oblast,1.0,0.9605263157894737,0,1,2024-06-25 06:39:08.000000,2025-01-09 06:39:51.000000,38,2,83,5.0,24.0,1,1,0
94.153.140.185,94.153.140.0,Mykolaiv Oblast,0.9473684210526315,0.9210526315789473,0,1,2024-07-01 02:39:07.000000,2025-01-09 13:39:53.000000,35,1,92,5.0,27.0,1,1,0
94.153.140.201,94.153.140.0,Mykolaiv Oblast,1.0,0.9605263157894737,0,1,2024-06-24 13:39:08.000000,2025-01-08 00:39:55.000000,43,2,54,5.0,29.0,1,1,0
94.153.140.245,94.153.140.0,Mykolaiv Oblast,1.0,0.9210526315789473,0,1,2024-06-23 06:39:05.000000,2025-01-01 21:39:40.000000,28,4,54,5.0,19.0,1,1,0
94.153.141.1,94.153.141.0,Mykolaiv Oblast,0.8947368421052632,0.868421052631579,0,1,2024-06-22 14:47:29.000000,2025-01-09 03:40:01.000000,32,6,98,5.0,21.0,1,1,0
94.153.141.101,94.153.141.0,Mykolaiv Oblast,0.0,0.0,0,1,2024-10-07 03:39:05.000000,2025-01-06 18:39:44.000000,2,18,32,5.0,26.0,1,1,0
94.153.141.149,94.153.141.0,Mykolaiv Oblast,0.8947368421052632,0.881578947368421,0,1,2024-06-25 06:39:08.000000,2024-12-28 09:39:43.000000,23,3,72,5.0,23.0,1,1,0
94.153.141.165,94.153.141.0,Mykolaiv Oblast,0.7894736842105263,0.7894736842105263,0,1,2024-06-23 06:39:05.000000,2025-01-06 19:39:44.000000,32,5,78,5.0,25.0,1,1,0
94.153.141.17,94.153.141.0,Mykolaiv Oblast,0.8947368421052632,0.8947368421052632,0,1,2024-06-25 12:39:07.000000,2024-12-31 07:39:41.000000,22,18,64,5.0,31.0,1,1,0
94.153.141.177,94.153.141.0,Mykolaiv Oblast,0.8947368421052632,0.8552631578947368,0,1,2024-06-22 11:47:30.000000,2024-12-31 23:39:41.000000,32,0,61,5.0,31.0,1,1,0
94.153.141.21,94.153.141.0,Mykolaiv Oblast,0.8947368421052632,0.8947368421052632,0,1,2024-06-24 03:39:08.000000,2024-12-29 13:39:40.000000,26,1,72,5.0,20.0,1,1,0
94.153.141.233,94.153.141.0,Mykolaiv Oblast,0.0,0.039473684210526314,0,1,2024-09-24 02:39:06.000000,2025-01-05 23:39:44.000000,37,0,32,5.0,18.0,1,1,0
94.153.141.245,94.153.141.0,Mykolaiv Oblast,0.8421052631578947,0.8947368421052632,0,1,2024-06-24 10:39:08.000000,2025-01-09 02:40:00.000000,26,9,51,5.0,25.0,1,1,0
94.153.142.141,94.153.142.0,Mykolaiv Oblast,0.5263157894736842,0.868421052631579,0,1,2024-08-02 14:39:07.000000,2025-01-05 20:39:44.000000,12,25,61,5.0,31.0,1,1,0
94.153.142.149,94.153.142.0,Mykolaiv Oblast,0.8947368421052632,0.8552631578947368,1,1,2024-06-23 14:39:05.000000,2024-12-31 00:39:42.000000,25,0,99,5.0,23.0,1,1,1
94.153.142.17,94.153.142.0,Mykolaiv Oblast,0.8421052631578947,0.881578947368421,1,1,2024-06-22 20:47:24.000000,2025-01-08 15:39:44.000000,21,148,75,5.0,27.0,1,1,1
94.153.142.229,94.153.142.0,Mykolaiv Oblast,0.0,0.10526315789473684,0,1,2024-09-03 03:39:05.000000,2025-01-09 11:39:49.000000,39,3,51,5.0,22.0,1,1,0
94.153.142.53,94.153.142.0,Mykolaiv Oblast,0.9473684210526315,0.8289473684210527,0,1,2024-06-23 07:39:04.000000,2024-12-31 01:39:41.000000,29,4,73,5.0,21.0,1,1,0
94.153.143.101,94.153.143.0,Mykolaiv Oblast,0.6842105263157895,0.75,0,1,2024-06-23 06:39:06.000000,2024-12-31 16:39:42.000000,24,3,76,5.0,20.0,1,1,0
94.153.143.105,94.153.143.0,Mykolaiv Oblast,0.8421052631578947,0.8026315789473685,0,1,2024-06-22 22:39:06.000000,2025-01-05 08:39:44.000000,2,38,70,5.0,24.0,1,1,0
94.153.143.113,94.153.143.0,Mykolaiv Oblast,0.8947368421052632,0.7763157894736842,0,1,2024-06-27 06:39:07.000000,2024-12-29 03:39:41.000000,31,1,80,5.0,23.0,1,1,0
94.153.143.13,94.153.143.0,Mykolaiv Oblast,0.8421052631578947,0.8421052631578947,0,1,2024-07-01 15:39:06.000000,2024-12-31 10:39:39.000000,19,2,82,5.0,25.0,1,1,0
94.153.143.133,94.153.143.0,Mykolaiv Oblast,0.7368421052631579,0.7631578947368421,0,1,2024-06-24 04:39:07.000000,2024-12-31 21:39:41.000000,23,6,66,5.0,29.0,1,1,0
94.153.143.21,94.153.143.0,Mykolaiv Oblast,0.8421052631578947,0.8289473684210527,0,1,2024-07-01 22:39:08.000000,2025-01-05 19:39:42.000000,32,3,73,5.0,25.0,1,1,0
94.153.143.25,94.153.143.0,Mykolaiv Oblast,0.8421052631578947,0.8157894736842105,0,1,2024-06-25 05:39:07.000000,2024-12-31 12:39:43.000000,30,2,71,5.0,23.0,1,1,0
94.153.143.29,94.153.143.0,Mykolaiv Oblast,0.8421052631578947,0.7368421052631579,1,1,2024-06-23 05:39:06.000000,2025-01-04 21:39:40.000000,30,3,104,5.0,24.0,1,1,1
94.153.143.89,94.153.143.0,Mykolaiv Oblast,0.8421052631578947,0.7894736842105263,0,1,2024-06-23 05:39:06.000000,2025-01-09 04:39:59.000000,31,6,74,5.0,27.0,1,1,0
94.153.143.9,94.153.143.0,Mykolaiv Oblast,0.8947368421052632,0.8157894736842105,0,1,2024-06-23 18:39:06.000000,2024-12-28 16:39:42.000000,33,0,75,5.0,21.0,1,1,0
94.153.144.141,94.153.144.0,Lviv Oblast,0.6666666666666666,0.9583333333333334,0,1,2024-06-22 22:39:06.000000,2025-01-07 21:39:45.000000,67,0,85,5.0,22.0,1,1,0
94.153.144.145,94.153.144.0,Lviv Oblast,0.6666666666666666,0.9583333333333334,1,1,2024-06-24 03:39:08.000000,2025-01-09 06:39:51.000000,52,5,72,5.0,22.0,1,1,1
94.153.144.217,94.153.144.0,Khmelnytskyi Oblast,0.7674418604651163,0.8255813953488372,1,1,2024-06-22 21:40:14.000000,2025-01-09 11:39:49.000000,50,0,63,5.0,13.0,1,1,1
94.153.144.221,94.153.144.0,Khmelnytskyi Oblast,0.6511627906976745,0.7093023255813954,0,1,2024-06-23 00:39:06.000000,2025-01-09 04:39:59.000000,64,0,88,5.0,19.0,1,1,0
94.153.145.21,94.153.145.0,Lviv Oblast,1.0,0.9583333333333334,1,1,2024-06-22 08:41:50.000000,2024-09-23 20:49:24.000000,15028,74,27,7.0,32.0,1,1,1
94.153.145.22,94.153.145.0,Lviv Oblast,1.0,0.8333333333333334,0,1,2024-07-01 01:39:06.000000,2024-07-31 20:39:12.000000,120,5,11,9.0,31.0,1,1,0
94.153.145.237,94.153.145.0,Volyn Oblast,0.9174311926605505,0.9097859327217125,0,1,2024-07-02 14:39:06.000000,2024-12-30 23:39:50.000000,63,0,87,5.0,30.0,1,1,0
94.153.147.185,94.153.147.0,Lviv Oblast,0.0,0.8333333333333334,0,1,2024-07-10 16:39:07.000000,2025-01-09 03:40:01.000000,41,8,75,5.0,19.0,1,1,0
94.153.147.233,94.153.147.0,Volyn Oblast,0.6850152905198776,0.5779816513761468,1,1,2024-06-26 17:39:08.000000,2025-01-08 15:39:44.000000,64,0,94,5.0,25.0,1,1,1
94.153.147.57,94.153.147.0,Volyn Oblast,0.9694189602446484,0.9640672782874617,0,1,2024-06-24 00:39:05.000000,2025-01-09 13:39:53.000000,65,246,81,5.0,28.0,1,1,0
94.153.147.81,94.153.147.0,Volyn Oblast,0.8807339449541285,0.8096330275229358,0,1,2024-06-25 00:39:08.000000,2024-12-31 07:39:41.000000,55,2,89,5.0,25.0,1,1,0
94.153.147.9,94.153.147.0,Volyn Oblast,0.9694189602446484,0.9564220183486238,0,1,2024-06-22 13:47:15.000000,2025-01-09 04:40:00.000000,64,225,89,5.0,28.0,1,1,0
94.153.147.97,94.153.147.0,Volyn Oblast,0.9694189602446484,0.9610091743119266,1,1,2024-06-22 08:46:37.000000,2025-01-09 08:40:20.000000,55,252,108,5.0,31.0,1,1,1
94.153.160.105,94.153.160.0,Dnipropetrovsk Oblast,0.9230769230769231,0.9615384615384616,0,1,2024-07-03 00:39:03.000000,2025-01-08 10:39:58.000000,49,4,64,5.0,20.0,1,1,0
94.153.160.109,94.153.160.0,Dnipropetrovsk Oblast,0.5769230769230769,0.5865384615384616,0,1,2024-06-23 18:39:07.000000,2025-01-09 01:40:07.000000,64,0,63,5.0,20.0,1,1,0
94.153.160.117,94.153.160.0,Dnipropetrovsk Oblast,0.9230769230769231,0.9615384615384616,1,1,2024-06-24 14:39:09.000000,2025-01-08 02:40:12.000000,53,7,77,5.0,15.0,1,1,1
94.153.160.121,94.153.160.0,Dnipropetrovsk Oblast,0.6538461538461539,0.5576923076923077,1,1,2024-06-28 10:39:06.000000,2025-01-09 09:39:51.000000,39,9,69,5.0,18.0,1,1,1
94.153.160.125,94.153.160.0,Dnipropetrovsk Oblast,0.6538461538461539,0.6346153846153846,0,1,2024-06-25 06:39:08.000000,2025-01-08 07:40:27.000000,52,0,62,5.0,18.0,1,1,0
94.153.160.129,94.153.160.0,Dnipropetrovsk Oblast,0.8461538461538461,0.9134615384615384,0,1,2024-06-23 02:39:08.000000,2025-01-08 16:39:45.000000,31,5,96,5.0,27.0,1,1,0
94.153.160.13,94.153.160.0,Dnipropetrovsk Oblast,0.8461538461538461,0.9807692307692307,0,1,2024-06-22 13:47:16.000000,2024-12-28 12:39:41.000000,49,1,64,5.0,28.0,1,1,0
